0,0,0.536,0.551842,0.496,0.504
0.990001,0,0.536,0.551689,0.496,0.504
1.98,0,0.536,0.551536,0.496,0.504
2.97,0,0.536,0.551383,0.496,0.504
3.96,0,0.536,0.55123,0.496,0.504
4.95,0,0.536,0.551076,0.496,0.504
5.94001,0,0.536,0.550924,0.496,0.504
6.93001,0,0.536,0.550771,0.496,0.504
7.92001,0,0.536,0.550618,0.496,0.504
8.91001,0,0.536,0.550465,0.496,0.504
9.90001,0,0.536,0.550312,0.496,0.504
10.89,0,0.536,0.550159,0.496,0.504
11.88,0,0.536,0.550007,0.496,0.504
12.87,0,0.536,0.549854,0.496,0.504
13.86,0,0.536,0.549702,0.496,0.504
14.85,0,0.536,0.549549,0.496,0.504
15.84,0,0.536,0.549397,0.496,0.504
16.83,0,0.536,0.549245,0.496,0.504
17.82,0,0.536,0.549092,0.496,0.504
18.81,0,0.536,0.54894,0.496,0.504
19.8,0,0.536,0.548788,0.496,0.504
20.79,0,0.536,0.548637,0.496,0.504
21.78,0,0.536,0.548485,0.496,0.504
22.77,0,0.536,0.548334,0.496,0.504
23.76,0,0.536,0.548182,0.496,0.504
24.75,0,0.536,0.548031,0.496,0.504
25.74,0,0.536,0.54788,0.496,0.504
26.73,0,0.536,0.547729,0.496,0.504
27.72,0,0.536,0.547578,0.496,0.504
28.71,0,0.536,0.547428,0.496,0.504
29.7,0,0.536,0.547277,0.496,0.504
30.69,0,0.536,0.547127,0.496,0.504
31.68,0,0.536,0.546977,0.496,0.504
32.67,0,0.536,0.546827,0.496,0.504
33.66,0,0.536,0.546678,0.496,0.504
34.65,0,0.536,0.546528,0.496,0.504
35.64,0,0.536,0.546379,0.496,0.504
36.63,0,0.536,0.54623,0.496,0.504
37.62,0,0.536,0.546081,0.496,0.504
38.61,0,0.536,0.545932,0.496,0.504
39.6,0,0.536,0.545783,0.495999,0.504
40.59,0,0.536,0.545634,0.495999,0.504
41.58,0,0.536,0.545485,0.495999,0.504
42.57,0,0.536,0.545336,0.495999,0.504
43.56,0,0.536,0.545187,0.495999,0.504
44.55,0,0.536,0.545037,0.495999,0.504
45.54,0,0.536,0.544888,0.495999,0.504
46.53,0,0.536,0.544738,0.495999,0.504
47.52,0,0.536,0.544589,0.495999,0.504
48.51,0,0.536,0.544439,0.495999,0.504
49.5,0,0.536,0.544288,0.495999,0.504
50.4901,0,0.536,0.544138,0.495999,0.504
51.4801,0,0.536,0.543987,0.495999,0.504
52.4701,0,0.536,0.543835,0.495999,0.504
53.4601,0,0.536,0.543683,0.495999,0.504
54.4501,0,0.536,0.543531,0.495999,0.504
55.4401,0,0.536,0.543379,0.495999,0.504
56.4301,0,0.536,0.543225,0.495999,0.504
57.4201,0,0.536,0.543072,0.495999,0.504
58.4101,0,0.536,0.542917,0.495999,0.504
59.4001,0,0.536,0.542763,0.495999,0.504
60.3901,0,0.536,0.542607,0.495999,0.504
61.3801,0,0.536,0.542451,0.495999,0.504
62.3701,0,0.536,0.542294,0.495999,0.504
63.3601,0,0.536,0.542137,0.495999,0.504
64.3501,0,0.536,0.541979,0.496,0.504
65.3401,0,0.536,0.54182,0.496,0.504
66.3301,0,0.536,0.54166,0.496,0.504
67.3201,0,0.536,0.541499,0.496,0.504
68.3101,0,0.536,0.541338,0.496001,0.504
69.3001,0,0.536,0.541176,0.496001,0.504
70.2901,0,0.536,0.541014,0.496001,0.504
71.2801,0,0.536,0.540851,0.496001,0.504
72.2701,0,0.536,0.540689,0.496002,0.504
73.2601,0,0.536,0.540526,0.496002,0.504
74.2501,0,0.536,0.540363,0.496002,0.504
75.2401,0,0.536,0.5402,0.496003,0.504
76.2301,0,0.536,0.540038,0.496003,0.504
77.2201,0,0.536,0.539876,0.496003,0.504
78.2101,0,0.536,0.539714,0.496004,0.504
79.2001,0,0.536,0.539554,0.496004,0.504
80.1901,0,0.536,0.539394,0.496004,0.504
81.1801,0,0.536,0.539234,0.496004,0.504
82.1701,0,0.536,0.539076,0.496004,0.504
