0,0.704,0.493626,0.544,0,0.088
0.990001,0.704,0.493577,0.544,-1.59078e-17,0.088
1.98,0.704,0.493528,0.544,-3.17297e-17,0.088
2.97,0.704,0.493479,0.544,-4.73795e-17,0.088
3.96,0.704,0.493429,0.544,-6.27715e-17,0.088
4.95,0.704,0.49338,0.544,-7.78195e-17,0.088
5.94001,0.704,0.493331,0.544,-9.24376e-17,0.088
6.93001,0.704,0.493282,0.544,-1.0654e-16,0.088
7.92001,0.704,0.493233,0.544,-1.2004e-16,0.088
8.91001,0.704,0.493184,0.544,-1.32853e-16,0.088
9.90001,0.704,0.493135,0.544,-1.44892e-16,0.088
10.89,0.704,0.493086,0.544,-1.5607e-16,0.088
11.88,0.704,0.493037,0.544,-1.66304e-16,0.088
12.87,0.704,0.492989,0.544,-1.75505e-16,0.088
13.86,0.704,0.49294,0.544,-1.83589e-16,0.088
14.85,0.704,0.492891,0.544,-1.90469e-16,0.088
15.84,0.704,0.492842,0.544,-1.96059e-16,0.088
16.83,0.704,0.492794,0.544,-2.00273e-16,0.088
17.82,0.704,0.492745,0.544,-2.03026e-16,0.088
18.81,0.704,0.492697,0.544,-2.04232e-16,0.088
19.8,0.704,0.492648,0.544,-2.03803e-16,0.088
20.79,0.704,0.4926,0.544,-2.01655e-16,0.088
21.78,0.704,0.492552,0.544,-1.97702e-16,0.088
22.77,0.704,0.492503,0.544,-1.91857e-16,0.088
23.76,0.704,0.492455,0.544,-1.84034e-16,0.088
24.75,0.704,0.492407,0.544,-1.74148e-16,0.088
25.74,0.704,0.492359,0.544,-1.62112e-16,0.088
26.73,0.704,0.492311,0.544,-1.47841e-16,0.088
27.72,0.704,0.492263,0.544,-1.31249e-16,0.088
28.71,0.704,0.492216,0.544,-1.12249e-16,0.088
29.7,0.704,0.492168,0.544,-9.07555e-17,0.088
30.69,0.704,0.492121,0.544,-6.66827e-17,0.088
31.68,0.704,0.492073,0.544,-3.99445e-17,0.088
32.67,0.704,0.492026,0.544,-1.0455e-17,0.088
33.66,0.704,0.491979,0.544,2.18463e-17,0.088
34.65,0.704,0.491932,0.544,5.67239e-17,0.088
35.64,0.704,0.491885,0.544,9.37509e-17,0.088
36.63,0.704,0.491838,0.544,1.32497e-16,0.088
37.62,0.704,0.491791,0.544,1.72534e-16,0.088
38.61,0.704,0.491745,0.544,2.1343e-16,0.088
39.6,0.704,0.491698,0.544,2.54756e-16,0.088
40.59,0.704,0.491651,0.544,2.96082e-16,0.088
41.58,0.704,0.491604,0.544,3.36978e-16,0.088
42.57,0.704,0.491557,0.544,3.77014e-16,0.088
43.56,0.704,0.491511,0.544,4.1576e-16,0.088
44.55,0.704,0.491464,0.544,4.52787e-16,0.088
45.54,0.704,0.491417,0.544,4.87665e-16,0.088
46.53,0.704,0.491369,0.544,5.19963e-16,0.088
47.52,0.704,0.491322,0.544,5.49251e-16,0.088
48.51,0.704,0.491275,0.544,5.75101e-16,0.088
49.5,0.704,0.491227,0.544,5.97081e-16,0.088
50.4901,0.704,0.491179,0.544,6.14762e-16,0.088
51.4801,0.704,0.491132,0.544,6.27715e-16,0.088
52.4701,0.704,0.491083,0.544,6.35508e-16,0.088
53.4601,0.704,0.491035,0.544,6.37713e-16,0.088
54.4501,0.704,0.490986,0.544,6.33899e-16,0.088
55.4401,0.704,0.490938,0.544,6.23637e-16,0.088
56.4301,0.704,0.490888,0.544,6.06497e-16,0.088
57.4201,0.704,0.490839,0.544,5.82048e-16,0.088
58.4101,0.704,0.490789,0.544,5.49861e-16,0.088
59.4001,0.704,0.490739,0.544,5.09506e-16,0.088
60.3901,0.704,0.490689,0.544,4.60552e-16,0.088
61.3801,0.704,0.490638,0.544,4.02571e-16,0.088
62.3701,0.704,0.490586,0.544,3.35132e-16,0.088
63.3601,0.704,0.490535,0.544,2.57806e-16,0.088
64.3501,0.704,0.490483,0.544,1.70162e-16,0.088
65.3401,0.704,0.49043,0.544,7.17701e-17,0.088
66.3301,0.704,0.490377,0.544,-3.77862e-17,0.088
67.3201,0.704,0.490324,0.544,-1.5816e-16,0.088
68.3101,0.704,0.49027,0.544,-2.87819e-16,0.088
69.3001,0.704,0.490216,0.544,-4.25131e-16,0.088
70.2901,0.704,0.490162,0.544,-5.68461e-16,0.088
71.2801,0.704,0.490107,0.544,-7.16175e-16,0.088
72.2701,0.704,0.490052,0.544,-8.66641e-16,0.088
73.2601,0.704,0.489998,0.544,-1.01823e-15,0.088
74.2501,0.704,0.489943,0.544,-1.16929e-15,0.088
75.2401,0.704,0.489888,0.544,-1.31821e-15,0.088
76.2301,0.704,0.489834,0.544,-1.46335e-15,0.088
77.2201,0.704,0.48978,0.544,-1.60306e-15,0.088
78.2101,0.704,0.489726,0.544,-1.73573e-15,0.088
79.2001,0.704,0.489672,0.544,-1.85971e-15,0.088
80.1901,0.704,0.489619,0.544,-1.97338e-15,0.088
81.1801,0.704,0.489566,0.544,-2.07509e-15,0.088
82.1701,0.704,0.489514,0.544,-2.16322e-15,0.088
83.1601,0.704,0.489463,0.544,-2.23613e-15,0.088
84.1501,0.704,0.489412,0.544,-2.29219e-15,0.088
85.1401,0.704,0.489362,0.544,-2.32977e-15,0.088
86.1301,0.704,0.489313,0.544,-2.34722e-15,0.088
87.1201,0.704,0.489265,0.544,-2.34292e-15,0.088
88.1101,0.704,0.489217,0.544,-2.31524e-15,0.088
89.1001,0.704,0.489171,0.544,-2.26253e-15,0.088
90.0901,0.704,0.489126,0.544,-2.18317e-15,0.088
91.0801,0.704,0.489082,0.544,-2.07552e-15,0.088
92.0701,0.704,0.489039,0.544,-1.93795e-15,0.088
93.0601,0.704,0.488997,0.544,-1.76883e-15,0.088
94.0501,0.704,0.488957,0.544,-1.56652e-15,0.088
95.0401,0.704,0.488919,0.544,-1.32938e-15,0.088
96.0301,0.704,0.488881,0.544,-1.0558e-15,0.088
97.0201,0.704,0.488846,0.544,-7.44117e-16,0.088
98.0101,0.704,0.488812,0.544,-3.92716e-16,0.088
99.0001,0.704,0.488779,0.544,4.13978e-20,0.088
99.9901,0.704,0.488749,0.544,4.34499e-16,0.088
100.98,0.704,0.48872,0.544,9.05841e-16,0.088
101.97,0.704,0.488692,0.544,1.40796e-15,0.088
102.96,0.704,0.488665,0.544,1.93476e-15,0.088
103.95,0.704,0.488639,0.544,2.48013e-15,0.088
104.94,0.704,0.488614,0.544,3.03796e-15,0.088
105.93,0.704,0.488588,0.544,3.60216e-15,0.088
106.92,0.704,0.488563,0.544,4.16661e-15,0.088
107.91,0.704,0.488538,0.544,4.72522e-15,0.088
108.9,0.704,0.488512,0.544,5.27188e-15,0.088
109.89,0.704,0.488485,0.544,5.80048e-15,0.088
110.88,0.704,0.488457,0.544,6.30491e-15,0.088
111.87,0.704,0.488428,0.544,6.77909e-15,0.088
112.86,0.704,0.488398,0.544,7.21689e-15,0.088
113.85,0.704,0.488366,0.544,7.61221e-15,0.088
114.84,0.704,0.488332,0.544,7.95896e-15,0.088
115.83,0.704,0.488295,0.544,8.25103e-15,0.088
116.82,0.704,0.488256,0.544,8.4823e-15,0.088
117.81,0.704,0.488214,0.544,8.64669e-15,0.088
118.8,0.704,0.48817,0.544,8.73807e-15,0.088
119.79,0.704,0.488122,0.544,8.75036e-15,0.088
120.78,0.704,0.48807,0.544,8.67743e-15,0.088
121.77,0.704,0.488015,0.544,8.5132e-15,0.088
122.76,0.704,0.487956,0.544,8.25155e-15,0.088
123.75,0.704,0.487892,0.544,7.88638e-15,0.088
124.74,0.704,0.487824,0.544,7.41158e-15,0.088
125.73,0.704,0.487752,0.544,6.82106e-15,0.088
126.72,0.704,0.487674,0.544,6.1087e-15,0.088
127.71,0.704,0.487591,0.544,5.2684e-15,0.088
128.7,0.704,0.487502,0.544,4.29406e-15,0.088
129.69,0.704,0.487408,0.544,3.17958e-15,0.088
130.68,0.704,0.487308,0.544,1.91884e-15,0.088
131.67,0.704,0.487201,0.544,5.05739e-16,0.088
132.66,0.704,0.487088,0.544,-1.06439e-15,0.088
133.65,0.704,0.486968,0.544,-2.77965e-15,0.088
134.64,0.704,0.486843,0.544,-4.61742e-15,0.088
135.63,0.704,0.486712,0.544,-6.55493e-15,0.088
136.62,0.704,0.486576,0.544,-8.56938e-15,0.088
137.61,0.704,0.486436,0.544,-1.0638e-14,0.088
138.6,0.704,0.486291,0.544,-1.2738e-14,0.088
139.59,0.704,0.486142,0.544,-1.48466e-14,0.088
140.58,0.704,0.48599,0.544,-1.6941e-14,0.088
141.57,0.704,0.485835,0.544,-1.89984e-14,0.088
142.56,0.704,0.485677,0.544,-2.09961e-14,0.088
143.55,0.704,0.485517,0.544,-2.29112e-14,0.088
144.54,0.704,0.485355,0.544,-2.4721e-14,0.088
145.53,0.704,0.485192,0.544,-2.64027e-14,0.088
146.52,0.704,0.485028,0.544,-2.79335e-14,0.088
147.51,0.704,0.484864,0.544,-2.92906e-14,0.088
148.5,0.704,0.484699,0.544,-3.04512e-14,0.088
149.49,0.704,0.484535,0.544,-3.13926e-14,0.088
150.48,0.704,0.484371,0.544,-3.2092e-14,0.088
151.47,0.704,0.484209,0.544,-3.25265e-14,0.088
152.46,0.704,0.484048,0.544,-3.26734e-14,0.088
153.45,0.704,0.483889,0.544,-3.251e-14,0.088
154.44,0.704,0.483732,0.544,-3.20133e-14,0.088
155.43,0.704,0.483578,0.544,-3.11607e-14,0.088
156.42,0.704,0.483428,0.544,-2.99294e-14,0.088
157.41,0.704,0.48328,0.544,-2.82965e-14,0.088
158.4,0.704,0.483137,0.544,-2.62393e-14,0.088
159.39,0.704,0.482999,0.544,-2.3735e-14,0.088
160.38,0.704,0.482865,0.544,-2.07609e-14,0.088
161.37,0.704,0.482737,0.544,-1.7294e-14,0.088
162.36,0.704,0.482614,0.544,-1.33117e-14,0.088
163.35,0.704,0.482497,0.544,-8.79121e-15,0.088
164.34,0.704,0.482387,0.544,-3.70967e-15,0.088
165.33,0.704,0.482284,0.544,1.95502e-15,0.088
166.32,0.704,0.482188,0.544,8.18501e-15,0.088
167.31,0.704,0.482098,0.544,1.49006e-14,0.088
168.3,0.704,0.482015,0.544,2.20168e-14,0.088
169.29,0.704,0.481938,0.544,2.94485e-14,0.088
170.28,0.704,0.481867,0.544,3.71106e-14,0.088
171.27,0.704,0.481801,0.544,4.49183e-14,0.088
172.26,0.704,0.481739,0.544,5.27864e-14,0.088
173.25,0.704,0.481683,0.544,6.06299e-14,0.088
174.24,0.704,0.48163,0.544,6.83637e-14,0.088
175.23,0.704,0.481582,0.544,7.59029e-14,0.088
176.22,0.704,0.481537,0.544,8.31623e-14,0.088
177.21,0.704,0.481495,0.544,9.0057e-14,0.088
178.2,0.704,0.481455,0.544,9.6502e-14,0.088
179.19,0.704,0.481419,0.544,1.02412e-13,0.088
180.18,0.704,0.481384,0.544,1.07702e-13,0.088
181.17,0.704,0.481351,0.544,1.12288e-13,0.088
182.16,0.704,0.481319,0.544,1.16083e-13,0.088
183.15,0.704,0.481289,0.544,1.19004e-13,0.088
184.14,0.704,0.481259,0.544,1.20964e-13,0.088
185.13,0.704,0.481229,0.544,1.2188e-13,0.088
186.12,0.704,0.481199,0.544,1.21666e-13,0.088
187.11,0.704,0.481169,0.544,1.20236e-13,0.088
188.1,0.704,0.481137,0.544,1.17506e-13,0.088
189.09,0.704,0.481105,0.544,1.13391e-13,0.088
190.08,0.704,0.481071,0.544,1.07806e-13,0.088
191.07,0.704,0.481035,0.544,1.00666e-13,0.088
192.06,0.704,0.480997,0.544,9.18857e-14,0.088
193.05,0.704,0.480957,0.544,8.138e-14,0.088
194.04,0.704,0.480913,0.544,6.90639e-14,0.088
195.03,0.704,0.480866,0.544,5.48525e-14,0.088
196.02,0.704,0.480816,0.544,3.86606e-14,0.088
197.01,0.704,0.480761,0.544,2.04034e-14,0.088
198,0.704,0.480702,0.544,-4.30221e-18,0.088
198.99,0.704,0.480638,0.544,-2.25804e-14,0.088
199.98,0.704,0.48057,0.544,-4.70745e-14,0.088
200.97,0.704,0.480498,0.544,-7.31694e-14,0.088
201.96,0.704,0.480421,0.544,-1.00548e-13,0.088
202.95,0.704,0.480341,0.544,-1.28892e-13,0.088
203.94,0.704,0.480257,0.544,-1.57885e-13,0.088
204.93,0.704,0.48017,0.544,-1.87209e-13,0.088
205.92,0.704,0.480079,0.544,-2.16547e-13,0.088
206.91,0.704,0.479986,0.544,-2.45582e-13,0.088
207.9,0.704,0.479891,0.544,-2.73995e-13,0.088
208.89,0.704,0.479793,0.544,-3.01471e-13,0.088
209.88,0.704,0.479693,0.544,-3.27692e-13,0.088
210.87,0.704,0.479591,0.544,-3.52339e-13,0.088
211.86,0.704,0.479487,0.544,-3.75097e-13,0.088
212.85,0.704,0.479382,0.544,-3.95647e-13,0.088
213.84,0.704,0.479276,0.544,-4.13672e-13,0.088
214.83,0.704,0.479169,0.544,-4.28854e-13,0.088
215.82,0.704,0.479062,0.544,-4.40878e-13,0.088
216.81,0.704,0.478954,0.544,-4.49424e-13,0.088
217.8,0.704,0.478846,0.544,-4.54176e-13,0.088
218.79,0.704,0.478738,0.544,-4.54817e-13,0.088
219.78,0.704,0.47863,0.544,-4.51028e-13,0.088
220.77,0.704,0.478523,0.544,-4.42493e-13,0.088
221.76,0.704,0.478417,0.544,-4.28895e-13,0.088
222.75,0.704,0.478311,0.544,-4.09915e-13,0.088
223.74,0.704,0.478208,0.544,-3.85237e-13,0.088
224.73,0.704,0.478105,0.544,-3.54544e-13,0.088
225.72,0.704,0.478005,0.544,-3.17517e-13,0.088
226.71,0.704,0.477906,0.544,-2.7384e-13,0.088
227.7,0.704,0.47781,0.544,-2.23195e-13,0.088
228.69,0.704,0.477716,0.544,-1.65265e-13,0.088
229.68,0.704,0.477625,0.544,-9.97325e-14,0.088
230.67,0.704,0.477537,0.544,-2.62802e-14,0.088
231.66,0.704,0.477453,0.544,5.53351e-14,0.088
232.65,0.704,0.477371,0.544,1.44494e-13,0.088
233.64,0.704,0.477293,0.544,2.40022e-13,0.088
234.63,0.704,0.477218,0.544,3.40734e-13,0.088
235.62,0.704,0.477145,0.544,4.45446e-13,0.088
236.61,0.704,0.477076,0.544,5.52973e-13,0.088
237.6,0.704,0.477009,0.544,6.62132e-13,0.088
238.59,0.704,0.476945,0.544,7.71738e-13,0.088
239.58,0.704,0.476884,0.544,8.80606e-13,0.088
240.57,0.704,0.476825,0.544,9.87552e-13,0.088
241.56,0.704,0.476768,0.544,1.09139e-12,0.088
242.55,0.704,0.476714,0.544,1.19094e-12,0.088
243.54,0.704,0.476662,0.544,1.28501e-12,0.088
244.53,0.704,0.476611,0.544,1.37243e-12,0.088
245.52,0.704,0.476563,0.544,1.452e-12,0.088
246.51,0.704,0.476517,0.544,1.52254e-12,0.088
247.5,0.704,0.476472,0.544,1.58287e-12,0.088
248.49,0.704,0.476429,0.544,1.63181e-12,0.088
249.48,0.704,0.476388,0.544,1.66816e-12,0.088
250.47,0.704,0.476348,0.544,1.69074e-12,0.088
