0,0,0,0,0,0
33,3.37447e-11,0.144,0.008,0.496,0.504
66,3.37447e-11,0.144,0.008,0.496,0.504
100,3.37447e-11,0.144,0.008,0.496,0.504
134,3.37447e-11,0.144,0.008,0.496,0.504
166,3.37447e-11,0.144,0.008,0.496,0.504
200,3.37447e-11,0.144,0.008,0.496,0.504
234,3.37447e-11,0.144,0.008,0.496,0.504
266,3.37447e-11,0.144,0.008,0.496,0.504
300,3.37447e-11,0.144,0.008,0.496,0.504
334,3.37447e-11,0.144,0.008,0.496,0.504
367,3.37447e-11,0.144,0.008,0.496,0.504
401,3.37447e-11,0.144,0.008,0.496,0.504
435,3.37447e-11,0.144,0.008,0.496,0.504
467,3.37447e-11,0.144,0.008,0.496,0.504
501,3.37447e-11,0.144,0.008,0.496,0.504
534,3.37447e-11,0.144,0.008,0.496,0.504
567,3.37447e-11,0.144,0.008,0.496,0.504
601,3.37447e-11,0.144,0.008,0.496,0.504
636,3.37447e-11,0.144,0.008,0.496,0.504
667,3.37447e-11,0.144,0.008,0.496,0.504
700,3.37447e-11,0.144,0.008,0.496,0.504
733,3.37447e-11,0.144,0.008,0.496,0.504
766,3.37447e-11,0.144,0.008,0.496,0.504
800,3.37447e-11,0.144,0.008,0.496,0.504
833,3.37447e-11,0.144,0.008,0.496,0.504
867,3.37447e-11,0.144,0.008,0.496,0.504
900,3.37447e-11,0.144,0.008,0.496,0.504
933,3.37447e-11,0.144,0.008,0.496,0.504
966,3.37447e-11,0.144,0.008,0.496,0.504
1000,3.37447e-11,0.144,0.008,0.496,0.504
1033,3.38084e-11,0.144,0.008,0.496,0.504
1067,3.39359e-11,0.144,0.008,0.496,0.504
1100,3.40586e-11,0.144,0.008,0.496,0.504
1134,3.41817e-11,0.144,0.008,0.496,0.504
1166,3.42999e-11,0.144,0.008,0.496,0.504
1200,3.44239e-11,0.144838,0.008,0.496,0.504
1233,3.45483e-11,0.161376,0.008,0.496594,0.504
1267,3.46786e-11,0.169646,0.008,0.502456,0.504
1301,3.47985e-11,0.186184,0.008,0.514181,0.504
1334,3.49243e-11,0.194453,0.008,0.520043,0.504
1368,3.50506e-11,0.202722,0.008,0.525905,0.504
1400,3.51773e-11,0.210992,0.008,0.531767,0.504
1434,3.53044e-11,0.22753,0.008,0.543492,0.504
1467,3.54321e-11,0.235799,0.008,0.549354,0.504
1501,3.55601e-11,0.244068,0.008,0.555216,0.504
1534,3.56887e-11,0.268876,0.008,0.572802,0.504
1567,6.00242e-11,0.277145,0.00860542,0.578665,0.504
